frame,y_norm,action,green_area,edge_penalty,death,reward
47,0.5866666666666667,0,163.0,False,False,0.08
48,0.6116666666666667,0,163.5,False,False,0.08
49,0.655,0,160.5,False,False,0.08
50,0.7133333333333334,1,159.5,False,False,0.065
51,0.715,1,155.0,False,False,0.08
52,0.6883333333333334,1,159.5,False,False,0.08
53,0.6416666666666667,1,162.0,False,False,0.08
54,0.5716666666666667,0,176.0,False,False,0.065
55,0.555,0,158.0,False,False,0.08
56,0.5566666666666666,0,157.0,False,False,0.08
57,0.5766666666666667,0,152.0,False,False,0.08
58,0.6133333333333333,0,157.0,False,False,0.08
59,0.6633333333333333,1,154.5,False,False,0.065
60,0.6583333333333333,1,156.0,False,False,0.08
61,0.6266666666666667,1,162.0,False,False,0.08
62,0.5816666666666667,0,157.0,False,False,0.065
63,0.5766666666666667,0,154.5,False,False,0.08
64,0.59,0,158.5,False,False,0.08
65,0.62,0,161.5,False,False,0.08
66,0.66,1,159.5,False,False,0.065
67,0.65,1,154.5,False,False,0.08
68,0.6133333333333333,1,159.5,False,False,0.08
69,0.56,0,159.5,False,False,0.065
70,0.5516666666666666,0,155.5,False,False,0.08
71,0.5633333333333334,0,159.5,False,False,0.08
72,0.5916666666666667,0,153.0,False,False,0.08
73,0.625,1,157.5,False,False,0.065
74,0.6116666666666667,1,157.5,False,False,0.08
75,0.5733333333333334,1,158.0,False,False,0.08
76,0.5166666666666667,0,162.5,False,False,0.065
77,0.5083333333333333,0,157.5,False,False,0.08
78,0.5166666666666667,0,156.5,False,False,0.08
79,0.5433333333333333,0,162.0,False,False,0.08
80,0.5866666666666667,0,156.0,False,False,0.08
81,0.645,1,161.5,False,False,0.065
82,0.6466666666666666,1,156.5,False,False,0.08
83,0.6216666666666667,1,156.0,False,False,0.08
84,0.5833333333333334,0,155.0,False,False,0.065
85,0.5816666666666667,0,154.5,False,False,0.08
86,0.6,0,158.5,False,False,0.08
87,0.635,0,156.0,False,False,0.08
88,0.68,1,158.0,False,False,0.065
89,0.6716666666666666,1,160.5,False,False,0.08
90,0.6383333333333333,1,156.5,False,False,0.08
91,0.5916666666666667,0,160.0,False,False,0.065
92,0.585,0,162.0,False,False,0.08
93,0.5983333333333334,0,169.0,False,False,0.08
94,0.6266666666666667,0,159.5,False,False,0.08
95,0.665,1,163.5,False,False,0.065
96,0.6533333333333333,1,155.5,False,False,0.08
97,0.6166666666666667,1,158.0,False,False,0.08
98,0.5633333333333334,0,160.0,False,False,0.065
99,0.555,0,157.0,False,False,0.08
100,0.565,0,160.5,False,False,0.08
101,0.5933333333333334,0,155.0,False,False,0.08
102,0.6366666666666667,0,162.0,False,False,0.08
103,0.685,1,157.5,False,False,0.065
104,0.68,1,154.5,False,False,0.08
105,0.6483333333333333,1,152.5,False,False,0.08
106,0.6116666666666667,0,155.5,False,False,0.065
107,0.6133333333333333,0,155.5,False,False,0.08
108,0.635,0,156.5,False,False,0.08
109,0.6566666666666666,1,156.5,False,False,0.065
110,0.6333333333333333,1,156.5,False,False,0.08
111,0.59,1,160.0,False,False,0.08
112,0.525,0,166.0,False,False,0.065
113,0.5116666666666667,0,158.0,False,False,0.08
114,0.5133333333333333,0,154.5,False,False,0.08
115,0.5366666666666666,0,153.5,False,False,0.08
116,0.6166666666666667,0,152.5,False,False,0.08
117,0.6333333333333333,0,148.0,False,False,0.08
118,0.7,1,154.0,False,False,0.065
119,0.7033333333333334,1,154.0,False,False,0.08
120,0.6833333333333333,1,160.0,False,False,0.08
121,0.64,1,161.0,False,False,0.08
122,0.575,0,156.5,False,False,0.065
123,0.5616666666666666,0,159.5,False,False,0.08
124,0.565,0,157.5,False,False,0.08
125,0.5883333333333334,0,156.0,False,False,0.08
126,0.6,1,160.0,False,False,0.065
127,0.5733333333333334,1,151.0,False,False,0.08
128,0.525,1,159.0,False,False,0.08
129,0.49666666666666665,1,149.0,False,False,0.08
130,0.48,0,160.5,False,False,0.065
131,0.5183333333333333,0,157.0,False,False,0.08
132,0.5733333333333334,0,164.5,False,False,0.08
133,0.6366666666666667,1,158.5,False,False,0.065
134,0.64,1,162.5,False,False,0.08
135,0.6166666666666667,1,159.5,False,False,0.08
136,0.5716666666666667,1,154.0,False,False,0.08
137,0.51,1,157.0,False,False,0.08
138,0.42,0,154.5,False,False,0.065
139,0.3983333333333333,0,161.0,False,False,0.08
140,0.39166666666666666,0,155.5,False,False,0.08
141,0.4066666666666667,0,180.5,False,False,0.08
142,0.43666666666666665,0,161.0,False,False,0.08
143,0.485,0,161.0,False,False,0.08
144,0.5516666666666666,0,159.5,False,False,0.08
145,0.6283333333333333,0,156.0,False,False,0.08
146,0.59,1,157.0,False,False,0.065
147,0.5383333333333333,1,161.0,False,False,0.08
148,0.4683333333333333,1,156.5,False,False,0.08
149,0.41333333333333333,0,148.5,False,False,0.065
150,0.385,0,154.5,False,False,0.08
151,0.41333333333333333,0,151.5,False,False,0.08
152,0.46,0,159.5,False,False,0.08
153,0.51,1,157.0,False,False,0.065
154,0.505,1,152.0,False,False,0.08
155,0.475,1,153.5,False,False,0.08
156,0.425,1,162.0,False,False,0.08
157,0.5,0,0.0,False,False,0.0
158,0.395,0,157.5,False,False,0.08
159,0.43,0,161.5,False,False,0.08
160,0.4633333333333333,1,162.5,False,False,0.065
161,0.4483333333333333,1,160.5,False,False,0.08
162,0.41,1,155.5,False,False,0.08
163,0.35333333333333333,1,160.5,False,False,0.08
164,0.2733333333333333,0,157.5,False,False,0.065
165,0.25666666666666665,0,162.5,False,False,0.08
166,0.255,0,157.5,False,False,0.08
167,0.2733333333333333,0,162.5,False,False,0.08
168,0.30833333333333335,0,156.0,False,False,0.08
169,0.3616666666666667,0,163.0,False,False,0.08
170,0.43,0,159.5,False,False,0.08
171,0.5116666666666667,0,162.0,False,False,0.08
172,0.6033333333333334,1,157.0,False,False,0.065
173,0.625,1,164.0,False,False,0.08
174,0.6183333333333333,1,162.5,False,False,0.08
175,0.5866666666666667,1,155.5,False,False,0.08
176,0.5366666666666666,1,161.0,False,False,0.08
177,0.4633333333333333,1,150.0,False,False,0.08
178,0.41,1,148.0,False,False,0.08
179,0.37333333333333335,1,161.5,False,False,0.08
180,0.365,1,157.5,False,False,0.08
181,0.3333333333333333,1,159.0,False,False,0.08
182,0.29333333333333333,1,159.5,False,False,0.08
183,0.20333333333333334,1,155.0,False,False,0.08
184,0.5,1,0.0,False,False,0.08
185,0.5,1,0.0,False,False,0.0
186,0.5,0,0.0,False,False,0.0
187,0.20333333333333334,0,0.0,False,True,-5.0
0,0.44333333333333336,1,1677.0,False,False,0.065
1,0.44333333333333336,1,1677.0,False,False,0.08
2,0.44333333333333336,1,1677.0,False,False,0.08
3,0.44333333333333336,0,1677.0,False,False,0.065
4,0.3516666666666667,0,1836.0,False,False,0.08
5,0.2966666666666667,0,1754.0,False,False,0.08
6,0.32,1,1779.5,False,False,0.065
7,0.36833333333333335,1,148.5,False,False,0.08
8,0.5,1,0.0,False,False,0.08
9,0.355,0,157.0,False,False,0.065
10,0.39,0,156.0,False,False,0.08
11,0.43333333333333335,0,154.5,False,False,0.08
12,0.4866666666666667,0,159.0,False,False,0.08
13,0.5433333333333333,1,163.0,False,False,0.065
14,0.5416666666666666,1,157.5,False,False,0.08
15,0.515,1,154.5,False,False,0.08
16,0.4683333333333333,1,163.5,False,False,0.08
17,0.39666666666666667,1,149.0,False,False,0.08
18,0.3283333333333333,1,153.0,False,False,0.08
19,0.21166666666666667,1,156.0,False,False,0.08
20,0.15833333333333333,1,149.5,False,False,0.08
21,0.12166666666666667,1,159.0,False,False,0.08
22,0.12333333333333334,1,156.5,False,False,0.08
23,0.12333333333333334,1,157.0,False,False,0.08
24,0.12333333333333334,1,156.5,False,False,0.08
25,0.125,1,168.0,False,False,0.08
26,0.125,1,167.0,False,False,0.08
27,0.125,1,164.0,False,False,0.08
28,0.125,1,157.5,False,False,0.08
29,0.125,1,157.5,False,False,0.08
30,0.125,1,157.5,False,False,0.08
31,0.125,1,157.5,False,False,0.08
32,0.125,1,157.5,False,False,0.08
33,0.125,1,157.5,False,False,0.08
34,0.125,1,157.5,False,False,0.08
35,0.125,1,157.5,False,False,0.08
36,0.125,1,157.5,False,False,0.08
37,0.125,1,157.5,False,False,0.08
38,0.125,1,157.5,False,False,0.08
39,0.125,1,157.5,False,False,0.08
40,0.14333333333333334,0,159.5,False,False,0.065
41,0.17666666666666667,0,161.5,False,False,0.08
42,0.26666666666666666,0,142.5,False,False,0.08
43,0.2966666666666667,0,149.0,False,False,0.08
44,0.41,0,149.0,False,False,0.08
45,0.4583333333333333,0,169.0,False,False,0.08
46,0.5583333333333333,1,149.0,False,False,0.065
47,0.585,1,150.0,False,False,0.08
48,0.5833333333333334,1,163.5,False,False,0.08
49,0.5566666666666666,1,157.0,False,False,0.08
50,0.51,1,160.5,False,False,0.08
51,0.44166666666666665,1,158.5,False,False,0.08
52,0.38666666666666666,1,151.0,False,False,0.08
53,0.25166666666666665,1,153.5,False,False,0.08
54,0.18333333333333332,1,149.5,False,False,0.08
55,0.13833333333333334,0,162.0,False,False,0.065
56,0.17166666666666666,0,152.0,False,False,0.08
57,0.22166666666666668,0,159.5,False,False,0.08
58,0.28833333333333333,0,158.5,False,False,0.08
59,0.40166666666666667,0,150.0,False,False,0.08
60,0.45,0,183.5,False,False,0.08
61,0.55,1,151.5,False,False,0.065
62,0.5766666666666667,1,158.0,False,False,0.08
63,0.575,1,163.5,False,False,0.08
64,0.5483333333333333,1,156.0,False,False,0.08
65,0.5083333333333333,0,159.0,False,False,0.065
66,0.5066666666666667,0,163.5,False,False,0.08
67,0.5233333333333333,0,156.5,False,False,0.08
68,0.5566666666666666,0,156.0,False,False,0.08
69,0.6,1,156.0,False,False,0.065
70,0.5916666666666667,1,161.5,False,False,0.08
71,0.5583333333333333,1,159.0,False,False,0.08
72,0.5066666666666667,1,156.5,False,False,0.08
73,0.4216666666666667,0,159.5,False,False,0.065
74,0.40166666666666667,0,160.0,False,False,0.08
75,0.3983333333333333,0,154.0,False,False,0.08
76,0.41333333333333333,0,163.0,False,False,0.08
77,0.445,0,163.5,False,False,0.08
78,0.495,0,157.5,False,False,0.08
79,0.565,1,153.0,False,False,0.065
80,0.5716666666666667,1,157.5,False,False,0.08
81,0.5516666666666666,1,160.5,False,False,0.08
82,0.51,1,164.0,False,False,0.08
83,0.44666666666666666,1,160.5,False,False,0.08
84,0.35,0,155.0,False,False,0.065
85,0.3233333333333333,0,160.5,False,False,0.08
86,0.31333333333333335,0,161.5,False,False,0.08
87,0.28833333333333333,1,158.0,False,False,0.065
88,0.24333333333333335,1,153.0,False,False,0.08
89,0.18166666666666667,1,157.0,False,False,0.08
90,0.12666666666666668,1,158.0,False,False,0.08
91,0.14166666666666666,0,155.0,False,False,0.065
92,0.175,0,158.5,False,False,0.08
93,0.22833333333333333,0,161.0,False,False,0.08
94,0.2966666666666667,0,158.0,False,False,0.08
95,0.41,0,151.0,False,False,0.08
96,0.4583333333333333,0,160.0,False,False,0.08
97,0.5383333333333333,0,151.0,False,False,0.08
98,0.6383333333333333,1,150.5,False,False,0.065
99,0.665,1,149.0,False,False,0.08
100,0.6633333333333333,1,163.5,False,False,0.08
101,0.6366666666666667,1,157.0,False,False,0.08
102,0.5966666666666667,0,162.0,False,False,0.065
103,0.595,0,162.0,False,False,0.08
104,0.6116666666666667,0,155.5,False,False,0.08
105,0.645,0,157.5,False,False,0.08
106,0.6883333333333334,1,155.5,False,False,0.065
107,0.68,1,160.0,False,False,0.08
108,0.6466666666666666,1,157.0,False,False,0.08
109,0.5983333333333334,0,159.0,False,False,0.065
110,0.59,0,157.0,False,False,0.08
111,0.6033333333333334,0,163.0,False,False,0.08
112,0.6316666666666667,0,157.0,False,False,0.08
113,0.6783333333333333,0,160.5,False,False,0.08
114,0.7433333333333333,1,155.5,False,False,0.065
115,0.7466666666666667,1,160.5,False,False,0.08
116,0.725,1,159.0,False,False,0.08
117,0.6816666666666666,1,162.5,False,False,0.08
118,0.615,0,163.5,False,False,0.065
119,0.6,0,161.5,False,False,0.08
120,0.6033333333333334,0,157.0,False,False,0.08
121,0.625,0,152.0,False,False,0.08
122,0.665,0,151.0,False,False,0.08
123,0.5,0,0.0,False,False,0.08
124,0.5,1,0.0,False,False,0.0
125,0.5,1,0.0,False,False,0.0
126,0.665,1,0.0,False,True,-5.0
0,0.44333333333333336,1,1677.0,False,False,0.065
1,0.44333333333333336,1,1677.0,False,False,0.08
2,0.44333333333333336,1,1677.0,False,False,0.08
3,0.3933333333333333,0,1825.5,False,False,0.065
4,0.30666666666666664,0,1849.5,False,False,0.08
5,0.32166666666666666,0,146.0,False,False,0.08
6,0.5,0,0.0,False,False,0.08
7,0.5,0,0.0,False,False,0.0
8,0.4083333333333333,0,159.5,False,False,0.08
9,0.49666666666666665,0,157.0,False,False,0.08
10,0.59,0,159.0,False,False,0.08
11,0.6866666666666666,1,155.5,False,False,0.065
12,0.7083333333333334,1,149.0,False,False,0.08
13,0.7033333333333334,1,163.5,False,False,0.08
14,0.6983333333333334,0,154.5,False,False,0.065
15,0.7233333333333334,0,158.0,False,False,0.08
16,0.7633333333333333,0,158.0,False,False,0.08
17,0.805,1,156.5,False,False,0.065
18,0.795,1,161.0,False,False,0.08
19,0.76,1,156.5,False,False,0.08
20,0.7216666666666667,0,158.5,False,False,0.065
21,0.7216666666666667,0,163.5,False,False,0.08
22,0.7383333333333333,0,158.5,False,False,0.08
23,0.7733333333333333,0,151.0,False,False,0.08
24,0.805,1,160.5,False,False,0.065
25,0.79,1,164.0,False,False,0.08
26,0.75,1,156.0,False,False,0.08
27,0.705,0,159.5,False,False,0.065
28,0.7,0,157.0,False,False,0.08
29,0.715,0,154.5,False,False,0.08
30,0.7133333333333334,1,156.5,False,False,0.065
31,0.68,1,157.5,False,False,0.08
32,0.6266666666666667,1,167.0,False,False,0.08
33,0.595,0,147.5,False,False,0.065
34,0.54,0,156.0,False,False,0.08
35,0.5416666666666666,0,161.5,False,False,0.08
36,0.5633333333333334,0,154.0,False,False,0.08
37,0.6016666666666667,0,157.0,False,False,0.08
38,0.6366666666666667,1,156.5,False,False,0.065
39,0.625,1,165.0,False,False,0.08
40,0.5966666666666667,1,155.5,False,False,0.08
41,0.5016666666666667,1,161.0,False,False,0.08
42,0.3933333333333333,1,162.5,False,False,0.08
43,0.315,1,156.0,False,False,0.08
44,0.215,1,151.5,False,False,0.08
45,0.12666666666666668,1,153.0,False,False,0.08
46,0.125,1,160.5,False,False,0.08
47,0.12333333333333334,1,156.5,False,False,0.08
48,0.12333333333333334,1,155.5,False,False,0.08
49,0.14166666666666666,0,157.0,False,False,0.065
50,0.17666666666666667,0,161.5,False,False,0.08
51,0.22833333333333333,0,159.0,False,False,0.08
52,0.33166666666666667,0,149.5,False,False,0.08
53,0.41,0,150.0,False,False,0.08
54,0.4583333333333333,0,169.0,False,False,0.08
55,0.5683333333333334,0,149.5,False,False,0.08
56,0.6483333333333333,0,146.5,False,False,0.08
57,0.7183333333333334,1,148.5,False,False,0.065
58,0.745,1,149.0,False,False,0.08
59,0.7433333333333333,1,163.5,False,False,0.08
60,0.7166666666666667,1,157.0,False,False,0.08
61,0.6766666666666666,0,162.0,False,False,0.065
62,0.675,0,162.0,False,False,0.08
63,0.6916666666666667,0,155.5,False,False,0.08
64,0.7066666666666667,1,160.5,False,False,0.065
65,0.6816666666666666,1,155.5,False,False,0.08
66,0.6366666666666667,1,165.0,False,False,0.08
67,0.56,0,156.0,False,False,0.065
68,0.5516666666666666,0,158.0,False,False,0.08
69,0.5533333333333333,0,162.5,False,False,0.08
70,0.5733333333333334,0,150.0,False,False,0.08
71,0.6116666666666667,0,158.0,False,False,0.08
72,0.66,1,159.0,False,False,0.065
73,0.6566666666666666,1,157.5,False,False,0.08
74,0.625,1,158.0,False,False,0.08
75,0.5816666666666667,0,161.0,False,False,0.065
76,0.5766666666666667,0,156.5,False,False,0.08
77,0.5916666666666667,0,154.5,False,False,0.08
78,0.6216666666666667,0,163.5,False,False,0.08
79,0.6616666666666666,1,155.0,False,False,0.065
80,0.6516666666666666,1,160.0,False,False,0.08
81,0.6166666666666667,1,156.5,False,False,0.08
82,0.5633333333333334,0,164.0,False,False,0.065
83,0.5566666666666666,0,155.5,False,False,0.08
84,0.5666666666666667,0,160.5,False,False,0.08
85,0.595,0,156.0,False,False,0.08
86,0.64,0,158.5,False,False,0.08
87,0.7033333333333334,1,156.5,False,False,0.065
88,0.7066666666666667,1,162.5,False,False,0.08
89,0.6816666666666666,1,159.5,False,False,0.08
90,0.6383333333333333,1,157.0,False,False,0.08
91,0.5716666666666667,0,154.5,False,False,0.065
92,0.5566666666666666,0,162.5,False,False,0.08
93,0.5583333333333333,0,156.5,False,False,0.08
94,0.58,0,154.5,False,False,0.08
95,0.6033333333333334,1,154.5,False,False,0.065
96,0.5833333333333334,1,160.0,False,False,0.08
97,0.5416666666666666,1,160.0,False,False,0.08
98,0.47333333333333333,1,146.0,False,False,0.08
99,0.4166666666666667,0,149.5,False,False,0.065
100,0.3466666666666667,0,154.5,False,False,0.08
101,0.34,0,160.5,False,False,0.08
102,0.3466666666666667,0,155.0,False,False,0.08
103,0.37333333333333335,0,160.0,False,False,0.08
104,0.415,0,155.5,False,False,0.08
105,0.5133333333333333,0,146.5,False,False,0.08
106,0.5866666666666667,0,151.0,False,False,0.08
107,0.665,0,149.5,False,False,0.08
108,0.715,0,172.5,False,False,0.08
109,0.815,1,148.0,False,False,0.065
110,0.5,1,0.0,False,False,0.08
111,0.5,1,0.0,False,False,0.0
112,0.5,1,0.0,False,False,0.0
113,0.815,1,0.0,False,True,-5.0
0,0.44333333333333336,1,1677.0,False,False,0.065
1,0.44333333333333336,1,1677.0,False,False,0.08
2,0.44333333333333336,1,1677.0,False,False,0.08
3,0.44333333333333336,0,1677.0,False,False,0.065
4,0.37166666666666665,0,1829.0,False,False,0.08
5,0.29833333333333334,0,1825.5,False,False,0.08
6,0.29833333333333334,0,640.0,False,False,0.08
7,0.3,0,157.0,False,False,0.08
8,0.5,0,0.0,False,False,0.08
9,0.4116666666666667,0,160.5,False,False,0.0
10,0.52,1,157.5,False,False,0.065
11,0.5416666666666666,1,158.0,False,False,0.08
12,0.5283333333333333,1,175.0,False,False,0.08
13,0.4866666666666667,1,160.5,False,False,0.08
14,0.425,0,159.0,False,False,0.065
15,0.41333333333333333,0,160.0,False,False,0.08
16,0.41833333333333333,0,157.5,False,False,0.08
17,0.44333333333333336,0,156.5,False,False,0.08
18,0.485,0,153.5,False,False,0.08
19,0.54,1,158.5,False,False,0.065
20,0.54,1,158.0,False,False,0.08
21,0.5116666666666667,1,159.0,False,False,0.08
22,0.465,1,161.5,False,False,0.08
23,0.3983333333333333,1,155.0,False,False,0.08
24,0.305,1,160.5,False,False,0.08
25,0.23833333333333334,1,148.5,False,False,0.08
26,0.12833333333333333,1,172.5,False,False,0.08
27,0.12333333333333334,1,154.5,False,False,0.08
28,0.12333333333333334,1,158.0,False,False,0.08
29,0.12333333333333334,1,158.0,False,False,0.08
30,0.12333333333333334,1,156.5,False,False,0.08
31,0.125,1,168.0,False,False,0.08
32,0.125,1,166.0,False,False,0.08
33,0.125,1,163.0,False,False,0.08
34,0.125,1,157.5,False,False,0.08
35,0.125,1,157.5,False,False,0.08
36,0.125,1,157.5,False,False,0.08
37,0.125,1,157.5,False,False,0.08
38,0.125,1,157.5,False,False,0.08
39,0.125,1,157.5,False,False,0.08
40,0.14333333333333334,0,159.5,False,False,0.065
41,0.17666666666666667,0,161.5,False,False,0.08
42,0.26666666666666666,0,142.5,False,False,0.08
43,0.2966666666666667,0,149.0,False,False,0.08
44,0.41,0,149.0,False,False,0.08
45,0.4583333333333333,0,169.0,False,False,0.08
46,0.5583333333333333,1,149.0,False,False,0.065
47,0.585,1,150.0,False,False,0.08
48,0.5833333333333334,1,163.5,False,False,0.08
49,0.5566666666666666,1,157.0,False,False,0.08
50,0.51,1,160.5,False,False,0.08
51,0.44166666666666665,1,158.5,False,False,0.08
52,0.38666666666666666,1,151.0,False,False,0.08
53,0.25166666666666665,1,153.5,False,False,0.08
54,0.16,0,149.5,False,False,0.065
55,0.135,0,156.5,False,False,0.08
56,0.16333333333333333,0,160.5,False,False,0.08
57,0.21,0,156.0,False,False,0.08
58,0.275,0,149.0,False,False,0.08
59,0.38666666666666666,0,148.5,False,False,0.08
60,0.43333333333333335,0,152.0,False,False,0.08
61,0.525,1,147.5,False,False,0.065
62,0.5466666666666666,1,159.0,False,False,0.08
63,0.54,1,160.5,False,False,0.08
64,0.5083333333333333,1,154.0,False,False,0.08
65,0.47333333333333333,0,154.0,False,False,0.065
66,0.475,0,155.5,False,False,0.08
67,0.49666666666666665,0,152.5,False,False,0.08
68,0.5333333333333333,0,154.5,False,False,0.08
69,0.5883333333333334,0,157.5,False,False,0.08
70,0.6516666666666666,1,159.0,False,False,0.065
71,0.655,1,161.0,False,False,0.08
72,0.63,1,159.5,False,False,0.08
73,0.585,1,154.0,False,False,0.08
74,0.5316666666666666,0,163.5,False,False,0.065
75,0.5233333333333333,0,158.5,False,False,0.08
76,0.5333333333333333,0,158.0,False,False,0.08
77,0.5616666666666666,0,157.0,False,False,0.08
78,0.5816666666666667,1,156.5,False,False,0.065
79,0.5583333333333333,1,160.0,False,False,0.08
80,0.5133333333333333,1,164.0,False,False,0.08
81,0.45,1,157.0,False,False,0.08
82,0.36,1,150.0,False,False,0.08
83,0.2733333333333333,0,151.0,False,False,0.065
84,0.19333333333333333,0,151.0,False,False,0.08
85,0.17666666666666667,0,158.5,False,False,0.08
86,0.17333333333333334,0,158.5,False,False,0.08
87,0.19,0,159.5,False,False,0.08
88,0.22333333333333333,0,162.5,False,False,0.08
89,0.275,0,163.0,False,False,0.08
90,0.3416666666666667,0,152.5,False,False,0.08
91,0.4266666666666667,1,155.5,False,False,0.065
92,0.44333333333333336,1,157.5,False,False,0.08
93,0.43333333333333335,1,153.5,False,False,0.08
94,0.42,0,165.5,False,False,0.065
95,0.43666666666666665,0,156.0,False,False,0.08
96,0.4683333333333333,0,154.5,False,False,0.08
97,0.52,0,156.5,False,False,0.08
98,0.575,1,159.0,False,False,0.065
99,0.5733333333333334,1,156.5,False,False,0.08
100,0.5466666666666666,1,159.5,False,False,0.08
101,0.49666666666666665,1,161.0,False,False,0.08
102,0.44,0,161.0,False,False,0.065
